,Laptop Brand,Price,Series,Model,Utility,Device Type,OS,Dimensions,Weight,Warranty,Type,Touch,Size,Resolution,PPI,Anti Glare Screen,Features,Ethernet,WiFi,Bluetooth,USB Ports,HDMI,Card Reader,Microphone In,Headphone Jack,Camera,Keyboard,Keyboard Backlit,Touchpad,Inbuilt Microphone,Speakers,Sound,Optical Drive,Processor,Speed,Cache,Brand,Generation,GPU,Dedicated Memory,RAM,RAM Bus Speed,Maximum RAM Supported,Solid State Drive,SSD Interface,Battery,Included Software,Sales Package,Other Features,Thunderbolt,Fingerprint Sensor,Security Lock Port,RAM Slots,Chipset,Hard Disk Capacity,Battery Backup,Aspect Ratio,Adapter Type,Hard Disk Speed,Country of Origin,Refresh Rate,USB Port Details,Battery Details,Other Ports,Optane Memory,Max SSD Supported,Display Port,Micro SD Card Reader,Hard Disk Interface,Rear Camera,GPU Clock Speed,VGA
27,Acer,"₹58,990",Core i5,1240P,Gaming,Netbook,Windows 11 Home (64-bit),362.3 x 237.4 x 19.9 mm,2.1 kg,1 year Warranty,"Full HD,",No,15.6 inches,1920 x 1080 pixels,~ 141,No,,,"802.11a/b/g/n+ax Wireless LAN, Wi-Fi M.2 (NGFF) 2230 PCI-E Interface",v5.2,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,,Yes,Yes,Yes,Yes,Built-in Digital Microphone,Built-in Dual Stereo Speaker,,No,Intel Core i5,12 Core Turbo Boost Upto 4.4 GHz,12 MB,NVIDIA,12th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,16 GB,,,512 GB,,3 Cell Battery,,"Laptop, Power Adaptor, Quick Start Guide, Warranty Document",,,Yes,Yes,2,,,,,,,,,,,,,,,,,,,
28,HP,"₹59,900",Ryzen 5 ,5600H ,Gaming,Netbook,Windows 11 Home (64-bit),358 x 255 x 24 mm,2.37 kg,1 year Warranty,IPS,No,15.6 inches,1920 x 1080 pixels,~ 137,Yes,,"Integrated 10/100/1000 GbE LAN
",Yes,Yes,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,"multi-format SD Media Card reader
",Yes,Yes,Yes,"Full-size, Ceramic White Keyboard With Numeric Keypad
",Yes,"Precision Touchpad Support
","Dual Array Digital Microphones
",Dual speakers,HP Audio Boost,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650,GDDR6  4 GB,8 GB DDR4,3200 MHz,Upto 32 GB,512 GB,,4 Cell Battery,,"‎Laptop, Power Adapter
",,,,,2 (1 Unused Slot),,,,16:09,"Smart AC power adapter
",,,,,,,,,,,,,,
29,Asus,"₹94,990",Ryzen 7,6800H ,Gaming,Netbook,Windows 11 Home (64-bit),354 x 251 x 24.9 mm,2.2 kg,1 year Warranty,LED,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"144Hz Refresh Rate, Anti-Glare IPS-level Adaptive-Sync display",,Yes,v5.2,"2 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,Yes,Yes,Yes,Yes,Backlit Chiclet Keyboard 1-Zone RGB,Yes,Yes,Yes,2-speaker system,Dolby Atmos,No,AMD Ryzen 7,"3.2 GHz, Octa Core Turbo Boost Upto 4.7 GHz",16 MB,NVIDIA ,6th Gen,NVIDIA GeForce RTX 3060,GDDR6  6 GB,16 GB DDR5,4800 MHz,,512 GB,,4 Cell Battery,,"Laptop, AC Adapter, User Guide, Manuals",,,,,,,,,,240W AC Adapter,,,,,,,,,,,,,,
30,Asus,"₹1,09,990",Core i7,12700H,Gaming,Netbook,Windows 11 Home (64-bit),395 x 264 x 25.4 mm,2.6 kg,1 year Onsite Warranty,IPS-level,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,,,Wi-Fi 6(802.11ax),v5.2,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI 2.0b Port,,Yes,,Yes,"Backlit Chiclet Keyboard RGB, Yes",Yes,Yes,Built-in array microphone,Two built-in speakers,"AI noise-canceling technology, Dolby Atmos, Hi-Res certification",No,Intel Core i7,3 GHz Turbo Boost Upto 4.7 GHz,24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,,,1 TB,,4 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",90 WHrs Li-ion Battery,,,,,,,,"250nits, Contras 1000:1, NTSC 45% SRGB 62.50% ",,,China,,,,,,,,,,,,
31,HP,"₹59,990",Ryzen 5 ,5600H,Gaming,Netbook,Windows 11 Home (64-bit),360 x 257 x 23.5 mm,1.98 kg,1 year Onsite Warranty,"Full HD, IPS",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Micro-edge, Brightness: 300 nits, Color Gamut: 72% NTSC",Integrated 10/100/1000 GbE LAN,Realtek Wi-Fi 6 (2x2),v5.2,"1 x USB Type-C, 1 x USB 2.0",1 x HDMI 2.0 Port,Multi-format SD Media Card Reader,Yes,Yes,Yes,"Full-size, Ultra Violet Backlit, Shadow Black Keyboard With Numeric Keypad",Yes,HP Imagepad with Multi-touch Gesture Support Precision Touchpad Support,Built-in Dual Array Microphone,Built-in Dual Speakers,Audio by B&O,No,AMD Ryzen 5 ,"2.4 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 3050,GDDR6 4 GB,8 GB DDR4,,,512 GB,,3 Cell Battery,Microsoft Office Home & Student 2019,"Laptop, Power Adaptor, Battery, Warranty Documents, User Guide","52.5 Wh Li-ion polymer, Support Battery Fast Charge",,,,,,,,,,,,,,,,,,,,,,,
32,MSI,"₹56,500",Ryzen 5 ,5600H,"Gaming, Performance",Netbook,Windows 10 Home (64-bit),359 x 259 x 24.95 mm,2.35 kg,1 year Onsite Warranty,IPS-Level,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD 144Hz 45%NTSC IPS-Level Display,Yes,Intel Wi-Fi 6 AX200 (2*2 ax),v5.1,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,,Yes,Yes,Yes,Single Backlight Red Keyboard,Yes,Yes,Built-in Microphone,Built-in Speaker,"2 x 2W Speakers, Realtek ALC 233",No,AMD Ryzen 5 ,"4.2 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,AMD,5th Gen,AMD Radeon RX5500M,GDDR6 4 GB,8 GB DDR4,,,512 GB,,3 Cell Battery,,"Laptop, Battery, Power Adapter, User Guide","3 cell, 53.5Whr Battery, Silver-Lining Print Keyboard, Cooler Boost 5, Hi-Res Audio, Nahimic 3, 144Hz Panel, Thin Bezel, Speaker Tuning Engine, MSI Center",,,,,NA,,,,"150W AC Adapter
",,,,,,,,,,,,,,
33,HP,"₹66,683",Ryzen 5 ,5600H ,Gaming,Netbook,Windows 10 Home (64-bit),370 x 262 x 24 mm,2.48 kg,1 year Warranty,IPS,No,16.1 inches,1920 x 1080 pixels,~ 137,Yes,,"Integrated 10/100/1000 GbE LAN
",Yes,v5,"1 x USB Type-C, 1 x USB 3.0",1 x HDMI 1.4 Port,"multi-format SD Media Card reader
",Yes,Yes,Yes,"Full-size, Ceramic White Keyboard With Numeric Keypad
",Yes,"Precision Touchpad Support
","Dual Array Digital Microphones
",Dual speakers,HP Audio Boost,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650 ,GDDR6  4 GB,8 GB DDR4,3200 MHz,Upto 32 GB,512 GB,,4 Cell Battery,,"‎Laptop, Power Adapter
",,,,,2 (1 Unused Slot),,,,16:09,"150 W Smart AC power adapter
",,,,,,,,,,,,,,
34,Lenovo,"₹1,57,990",Core i7,12700H,Gaming,Netbook,Windows 11 Home (64-bit),358 x 260 x 17 mm,2.23 kg,1 year Warranty,IPS Screen,No,16 inches,2560 x 1600 pixels,~ 188,Yes,"500Nits Brightness, 100 Percent sRGB, Dolby Vision, Free-Sync, G-Sync, DC Dimmer",No,IEEE 802.11a/b/g/n/ac/ax,v5.1,"2 x USB Type-C, 3 x USB 3.0",,1 x 4-in-1 Card Reader,Yes,Yes,Yes,,Yes,Yes,Yes,Stereo Speakers,Harman,No,Core i7,"3 GHz, 14 Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB DDR5,4800 MHz,,1 TB,NVMe,,MS Office Home and Student 2021,,,,Yes,,,,,Upto 8 hours,16:09,,,,165 Hz,"2x USB-A 3.2 Gen 1 (1 Always On), 1x USB-C 3.2 Gen 2, 1x Thunderbolt 4/USB4 40Gbps (Data transfer, Power Delivery 135W & DisplayPort 1.4),1x USB-A 3.2 Gen 2 ",99.99Wh,,,,,,,,,
35,Dell,"₹1,52,100",Core i9,12900H,Gaming,Netbook,Windows 11 (64-bit),,,1 year Warranty,LED,No,15.6 inches,2560 x 1440 pixels,~ 141,Yes,165Hz,,802.11ax,v5.2,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 2.1 Port,Micro SD,Yes,Yes,Yes,,Yes,Yes,Yes,,,No,Intel Core i9,"1.8 GHz, 14 Core Turbo Boost Upto 5 GHz",24 MB,NVIDIA ,12th Gen,NVIDIA GEFORCE RTX 3070 Ti,GDDR6 8 GB,16 GB LPDDR5,,,1 TB,,,,,,2x,,,,,,Upto 6 hours,,Small Form Factor adapter,,,,,,,,,,,,,,
36,Dell,"₹1,81,833",Core i9,12900H,Gaming,Netbook,Windows 11 (64-bit),,,1 year Warranty,LED,No,15.6 inches,2560 x 1440 pixels,~ 141,Yes,240Hz,,802.11ax,v5.2,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 2.1 Port,Micro SD,Yes,Yes,Yes,,Yes,Yes,Yes,,,No,Intel Core i9,"1.8 GHz, 14 Core Turbo Boost Upto 5 GHz",24 MB,NVIDIA ,12th Gen,NVIDIA GEFORCE RTX 3070 Ti,GDDR6 8 GB,16 GB LPDDR5,,,1 TB,,,,,,2x,,,,,,Upto 6 hours,,Small Form Factor adapter,,,,,,,,,,,,,,
37,MSI,"₹2,85,990",Core i7,12700H,"Gaming, Performance",Netbook,Windows 11 Home (64-bit),,2.1 kg,2 years Warranty,,No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,DCI-P3 100% typical,Killer Gb LAN (Up to 2.5G),Wi-Fi 6E,v5.2,"2 x USB Type-C, 2 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Per-Key RGB Backlight Keyboard,Yes,Yes,Yes,2x 2W Speaker,,No,Intel Core i7,"3 GHz, 14 Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3070Ti,GDDR6 8 GB,32 GB DDR5,4800 MHz,,1 TB,NVMe PCIe Gen4,4 Cell Battery,,"Laptop, Adapter, Stealth Trooper Backpack II",,,Yes,,2,,,Upto 3 hours,,,,,240 Hz,,,,,,,,,,,
38,MSI,"₹49,990",Core i5,10500H,"Gaming, Performance",Netbook,Windows 11 Home (64-bit),359 x 254 x 21.7 mm,1.86 kg,2 years Warranty,"LED, 144Hz",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED Backlit IPS Display,Yes,Intel Wi-Fi 6 AX 201 (2x2),v5.1,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Backlight Keyboard (Single Color - Red),Yes,Yes,Built-in Microphone,Built-in Dual Speakers,2 x 2 W Speakers,No,Intel Core i5,"2.5 GHz, Hexa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA,10th Gen,NVIDIA Geforce GTX 1650,GDDR6 4 GB,8 GB DDR4,,,512 GB,,3 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",51 WHr Li-Polymer Battery,,,Yes,,,,,,,,,,,,,,,,,,,,
39,MSI,"₹51,990",Core i5,11400H,Gaming,Netbook,Windows 11 Home (64-bit),359 x 254 x 21.7 mm,1.86 kg,2 years Warranty,"Full HD, Refresh Rate: 60 Hz, 45% NTSC IPS-Level",No,15.6 inches,1920 x 1080 pixels,~ 141,No,,Yes,Intel Wi-Fi 6 AX201(2 x 2 ax),v5.1,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,,Yes,Single Backlight Keyboard(Red),Yes,No,Built-in microphone,Built-in Dual Speaker,Realtek ALC233,No,Intel Core i5,"2.2 GHz, Octa Core Turbo Boost Upto 4.5 GHz",12 MB,NVIDIA,11th Gen,NVIDIA GeForce GTX 1650 Max-Q,GDDR6 4 GB,8 GB DDR4,,,512 GB,,3 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents","3 cell, 52.4Whr",,,,,,,,,,3200 RPM,,,,,,,,,,,,,
40,MSI,"₹1,26,500",Core i7,12700H,"Gaming, Performance",Netbook,Windows 11 Home (64-bit),358 x 267 x 23 mm,2.38 kg,2 years Warranty,240Hz,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,100%sRGB,Ethernet LAN (Up to 2.5G),"802.11 ax Wi-Fi 6E, 802.11 ax Wi-Fi 6E",v5.2,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,,Yes,Per-Key RGB Backlight Keyboard,Yes,Yes,1x Mic-in/Headphone-out Combo Jack,2x 2W Speaker,,No,Intel Core i7,"3 GHz, 14 Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,4800 MHz,,1 TB,,4 Cell Battery,,"Laptop, Adapter, Stealth Trooper Backpack II",,,,,2,,,,,,,,,,,1x Mini-DisplayPort,,,,,,,,
41,Acer,"₹1,39,999",Core i9,12900H,"Gaming, Performance",Netbook,Windows 11 Home (64-bit),359.4 x 276.4 x 25.9 mm,2.6 kg,1 year Warranty,QHD with IPS,No,15.6 inches,2560 x 1440 pixels,~ 188,No,DCI-P3 100%,Killer Ethernet E2600,Killer Wireless Wi-Fi 6E 1675i,v5.2,"1 x USB Type-C, 1 x USB 3.0",1 x HDMI 2.1 Port,,Yes,,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, international language suppor, Yes",Yes,Yes,Built-in Dual Microphone,Two built-in stereo speakers,DTS X:Ultra Audio,No,Core i9,"1.8 GHz, 14 Core Turbo Boost Upto 5 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,,,1 TB,,4 Cell Battery,"Acer Care Center, Acer Product Registration, Planet9, PredatorSense","Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,,,,16:09,,,,,,,,,,,,,,,
42,Acer,"₹54,990",Ryzen 5 ,5600H,"Everyday Use, Gaming, Business, Performance",Netbook,Windows 11 Home (64-bit),363.4 x 255 x 23.9 mm,2.2 kg,1 year Warranty,Full HD IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,Killer Ethernet E2600,802.11a/b/g/n/acR2+ax wireless LAN,v5.1,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,,Yes,"103- 104- 107-key FineTip RGB- with independent standard numeric keypad, Yes",Yes,Yes,Built-in Dual Microphone,Built-in Dual Speakers,DTS X:Ultra Audio,No,AMD Ryzen 5 ,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,,,512 GB,,4 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,,,,,16:09,,,,,,,,,,,,,,,
43,Asus,"₹99,990",Core i7,12650H,Gaming,Netbook,Windows 11 Home (64-bit),354 x 207 x 25.1 mm,2 kg,1 year Onsite Warranty,IPS-level,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,10/100/1000 Mbps,Wi-Fi 6(802.11ax) Dual band) 2x2,v5.1,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI 2.0b Port,,Yes,,Yes,Backlit Chiclet Keyboard Single Light,Yes,Yes,Built-in array microphone,Dual Speakers,,No,Intel Core i7,"2.3 GHz, Deca Core Turbo Boost Upto 4.7 GHz",4 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR5,4800 MHz,,1 TB,,4 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,,,2,,,,,,,,,,,,,,,,,,,
44,Lenovo,"₹63,490",Core i5,11300H,Gaming,Netbook,Windows 11 Home (64-bit),359.6 x 251.9 x 24.2 mm,2.25 kg,1 year Warranty,"Full HD, IPS, 250nits ",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Refresh Rate: 120 Hz, 45% NTSC, DC dimmer",100/1000M,Wi-Fi 6 (802.11ax) 2 x 2,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI 2.0 Port,,Yes,,Yes,"White Backlit, English, Yes",Yes,Yes,Built-in Dual Array Microphone,Built-in Dual Stereo speakers,Nahimic Audio,No,Intel Core i5,"3.1 GHz, Quad Core Turbo Boost Upto 4.4 GHz",8 MB,NVIDIA,11th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,8 GB DDR4,3200 MHz,,256 GB,,,,"Laptop, Power Adaptor, Quick Start Guide, Warranty Document",,,,,2,Intel SoC Platform,1 TB,Upto 8 hours,,,,,,,,,,,,,,,,
45,HP,"₹81,990",Core i7,12650H,Gaming,Netbook,Windows 11 Home (64-bit),,,1 year Warranty,IPS,No,15.6 inches,1920 x 1080 pixels,~ 137,Yes,144Hz,Integrated 10/100/1000 GbE LAN,Yes,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI 1.4 Port,"multi-format SD Media Card reader
",Yes,Yes,Yes,"Full-size, Ceramic White Keyboard With Numeric Keypad",Yes,"Precision Touchpad Support
","Dual Array Digital Microphones
",Dual speakers,HP Audio Boost,No,Intel Core i7,Deca Core Turbo Boost Upto 4.7 GHz,24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050,4 GB,8 GB DDR4,3200 MHz,,512 GB,,4 Cell Battery,,,,,,,2,,,,16:09,"Smart AC power adapter
",,,,,,,,,,,,,,
46,Asus,"₹85,990",Ryzen 7,4800H ,Gaming,Netbook,Windows 11 Home (64-bit),395 x 282 x 21 mm,2.4 kg,1 year Warranty,LED,No,17.3 inches,1920 x 1080 pixels,~ 127,Yes,"144 hz Refresh Rate,1000:1 Contrast Ratio, 45% NTSC, 62.5% sRGB, 47.34% Adobe, Adaptive-Sync Technology",10/100/1000 MBPS,"Wi-Fi 6(802.11ax) Bluetooth 5.1 (Dual band), Wi-Fi 6(802.11ax)+Bluetooth 5.1 (Dual band)",Yes,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI 2.0b Port,,Yes,Yes,No,"Backlit KB- 4 zone RGB, Yes",Yes,Touch Pad,AI mic noise-canceling Built-in array microphone,2x 2W speaker,Audio by Dolby Atmos,No,AMD Ryzen 7,"2.9 GHz, Octa Core Turbo Boost Upto 4.2 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce RTX 3050 Ti,GDDR6 4 GB,16 GB DDR4,3200 MHz,Upto 32 GB,1 TB,,4 Cell Battery,,"Gaming laptop, adaptor, user manual",,,,,2,,,Upto 7 hours,16:09,200W AC Adapter,,,,,,,,,,,,,,
47,MSI,"₹1,12,350",Core i7,12700H,"Gaming, Performance",Netbook,Windows 11 Home (64-bit),359 x 256 x 26.9 mm,2.3 kg,2 years Warranty,"QHD, IPS-Level Panel",No,15.6 inches,2560 x 1440 pixels,~ 188,Yes,165Hz 100% DCI-P3,Yes,Intel Wi-Fi 6 AX201(2*2 ax),v5.2,"1 x USB Type-C, 2 x USB 3.0, 1 x USB 2.0",1 x HDMI Port,Yes,Yes,Yes,Yes,Spectrum Backlight Keyboard,Yes,Yes,Yes,2x 2W,,No,Intel Core i7,"3 GHz, 14 Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR4,3200 MHz,Upto 64 GB,1 TB,,3 Cell Battery,,"Laptop, battery, power adapter, user guide",53.5 Whr,,,,2,,,,,,,,,,,,,,,,,,,
48,Asus,"₹56,581",Ryzen 5,4600H,Gaming,Ultrabook,Windows 11 Home (64-bit),359 x 256 x 23 mm,2.3 kg,1 year Warranty,"LED, 144Hz",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD LED-backlit IPS-level Panel with 45 Percentage NTSC and Adaptive Sync Technology Display,,802.11 ax,Yes,"1 x USB Type-C, 3 x USB 3.0",1 x HDMI Port,,Yes,Yes,Yes,Chiclet Keyboard with Isolated Numpad Key,Yes,Multi-Touch Gestures Enabled,Array Microphone,Dual Speakers,,No,AMD Ryzen 5,"3 GHz, Hexa Core Turbo Boost Upto 4 GHz",8 MB,NVIDIA,4th Gen,NVIDIA GeForce GTX 1650 ,4 GB,8 GB DDR4,3200 MHz,,512 GB,,4 Cell Battery,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
49,Dell,"₹87,699",Core i5,12500H,Gaming,Netbook,Windows 11 Home (64-bit),357 x 272 x 26.9 mm,2.57 kg,1 year Warranty,IPS,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,Full HD WVA AG 120Hz 250 nits Narrow Border,Available,Intel Wi-Fi 6 AX201 (2x2),v5.1,"3 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.1 Port,,Yes,,Yes,"4 Zone RGB, Yes",Yes,Yes,Yes,Yes,Nahimic 3D Audio,No,Intel Core i5,3.3 GHz,18,NVIDIA,12th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR5,4800 MHz,,512 GB,,3 Cell Battery,,"Laptop, battery, adapter, cables and user manuals",56 WHr,,,,,,,Upto 10 hours,,,,,,,,,,,,,,,,
50,HP,"₹75,890",Ryzen 7 ,5800H,Gaming,Netbook,Windows 11 Home (64-bit),360 x 257 x 23.5 mm,1.98 kg,1 year Onsite Warranty,"Full HD, 144 Hz, 7 ms response time, IPS",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Micro-edge, Brightness: 300 nits, Color Gamut: 72% NTSC",10/100/1000 GbE LAN,Realtek Wi-Fi 6 (2x2),v5.2,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.0 Port,Multi-format SD Media Card Reader,Yes,Yes,Yes,"Full-size, ultra violet backlit, shadow black keyboard with numeric keypad, Yes",Yes,Yes,Built-in Dual Array Digital Microphones,Built-in Dual Speakers,Audio by B&O,No,AMD Ryzen 7 ,"3.1 GHz, Octa Core Turbo Boost Upto 4.4 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,,,512 GB,,3 Cell Battery,"""HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Jumpstart, Microsoft Office Home & Student 2019 ""","Laptop, Power Adaptor, User Guide, Warranty Documents",52.5 Wh Li-ion polymer,,,,,,,Upto 8 hours,,,,,,,,,,,,,,,,
51,HP,"₹59,999",Ryzen 5 ,5600H,"Gaming, Everyday Use",Netbook,Windows 11 Home (64-bit),360 x 257 x 23.5 mm,2.93 kg,1 year Onsite Warranty,IPS Screen,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"Micro-edge, Anti-glare, 250 nits, 45% NTSC",Integrated 10/100/1000 GbE LAN,IEEE 802.11a/b/g/n/ac/ax,v5.2,"1 x USB Type-C, 1 x USB 3.0, 1 x USB 2.0",1 x HDMI 2.0 Port,Multi-format SD Media Card Reader,Yes,Yes,Yes,"Full-size, Ultra Violet Backlit Keyboard",Yes,Yes,Yes,Dual Speakers,HP Audio Boost,No,AMD Ryzen 5,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA ,5th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,3200 MHz,,512 GB,,3 Cell Battery,,,,,,,,,,Upto 11 hours,16:09,150W Smart AC Power Adapter,,,,,,,,,,,,,,
52,Asus,"₹59,990",Ryzen 5 ,5600H,Gaming,Netbook,Windows 11 Home (64-bit),359.8 x 234.3 x 19.9 mm,1.8 kg,1 year Onsite Warranty,"LED Backlit, IPS-level Panel",No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"144Hz refresh rate, 250nits, 45% NTSC color gamut",No,Wi-Fi 6(802.11ax) Dual band) 2*2,v5,"1 x USB Type-C, 1 x USB 3.0, 2 x USB 2.0",1 x HDMI 1.4 Port,Yes,Yes,Yes,Yes,Backlit Chiclet Keyboard,Yes,Yes,Yes,Built-in Speakers,,No,AMD Ryzen 5 ,"3.3 GHz, Hexa Core Turbo Boost Upto 4.2 GHz",16 MB,NVIDIA,5th Gen,NVIDIA GeForce GTX 1650,GDDR6 4 GB,8 GB DDR4,,,512 GB,,3 Cell Battery,,"Laptop, Power Adaptor, User Guide, Warranty Documents",,,Yes,,,,,,16:09,,,,,,,,,,,,,,,
53,MSI,"₹4,29,990",Core i9,12900HX,"Gaming, Performance",Netbook,Windows 11 Home (64-bit),358 x 267 x 23.4 mm,2.38 kg,2 years Warranty,OLED,No,15.6 inches,2560 x 1440 pixels,~ 188,No,240Hz,,Yes,v5.2,"1 x USB Type-C, 1 x USB 3.0",1 x HDMI Port,1x SD Express Card Reader,Yes,,Yes,Per-Key RGB Backlight Keyboard,Yes,Yes,1x Mic-in/Headphone-out Combo Jack,2x 2W Speaker,,No,Intel Core i9,"3.6 GHz, 16 Core Turbo Boost Upto 5 GHz",30 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3080Ti,GDDR6 16 GB,32 GB DDR5,4800 MHz,,2 TB,,4 Cell Battery,,"Laptop, Adapter, Urban Raider Backpack",,,,,2,,,,,,,,,,,,,,,,,,,
54,Dell,"₹1,24,400",Core i7,12650H,Gaming,Netbook,Windows 11 Home (64-bit),357 x 272 x 26.9 mm,2.57 kg,1 year Warranty,Full HD WVA AG 165Hz 300 nits Narrow Border,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,,,Intel Wi-Fi 6 AX201 (2x2),v5.1,3 x USB 3.0,1 x HDMI 2.1 Port,,Yes,,Yes,"4 Zone RGB, Yes",Yes,Yes,Yes,,Nahimic 3D Audio,No,Intel Core i7,"3.5 GHz, Deca Core Turbo Boost Upto 4.7 GHz",24 MB,NVIDIA,12th Gen,NVIDIA GeForce RTX 3060,GDDR6 6 GB,16 GB DDR5,4800 MHz,,512 GB,,6 Cell Battery,,"Laptop, Battery, Adapter, Cables and User Manuals",,,,,,,,Upto 10 hours,,,,,,,,,,,,,,,,
55,Lenovo,"₹79,990",Core i5,12450H,Gaming,Netbook,Windows 11 Home (64-bit),,2.31 kg,1 year Warranty,IPS ,No,15.6 inches,1920 x 1080 pixels,~ 141,Yes,"120 Hz Refresh Rate, 250nits Anti-glare, 45% NTSC, DC dimmer",Integrated 100/1000 Gigabit Ethernet LAN,IEEE 802.11a/b/g/n/ac/ax,v5,"1 x USB Type-C, 2 x USB 3.0",1 x HDMI 2.0 Port,,Yes,Yes,Yes,White Backlit English Keyboard,Yes,Yes,2x Array Microphones,Dual Speakers,"High Definition (HD) Audio, Realtek ALC3287 Codec, Nahimic Audio",No,Intel Core i5,"3.3 GHz, Octa Core Turbo Boost Upto 4.4 GHz",12 MB,NVIDIA ,12th Gen,NVIDIA GeForce RTX 3050,GDDR6 4 GB,16 GB DDR4,3200 MHz,,512 GB,,4 Cell Battery,,,,,,,,,,,16:09,,,,,,,,,,,,,,,
